Lookup_Field_Type,Lookup_Field,Metadata1,Metadata2
SID,67909,Tech,
SID,67908,Tech,
SID,67907,Tech,
SID,67906,Tech,
SID,67905,Tech,
SID,67904,Tech,
SID,67903,Tech,
SID,67902,Tech,
SID,67901,Tech,
SID,67900,Tech,
SID,6790,Prof,
SID,67899,Tech,
SID,67898,Tech,
SID,67897,Tech,
SID,67896,Prof,
SID,67895,Prof,
SID,67894,Tech,
SID,67893,Tech,
SID,67892,Tech,
SID,67891,Tech,
SID,67890,Tech,
SID,6789,Prof,
SID,67889,Tech,
SID,67888,Tech,
SID,67887,Tech,
SID,67886,Tech,
SID,67885,Tech,
SID,67884,Tech,
SID,67883,Tech,
SID,67882,Tech,
SID,67881,Tech,
SID,67880,Tech,
SID,6788,Prof,
SID,67879,Tech,
SID,67878,Tech,
SID,67877,Tech,
SID,67876,Tech,
SID,67875,Tech,
SID,67874,Tech,
SID,67873,Tech,
SID,67872,Tech,
SID,67871,Tech,
SID,67870,Tech,
SID,6787,Prof,
SID,67869,Tech,
SID,67868,Tech,
SID,67867,Tech,
SID,67866,Tech,
SID,67865,Tech,
SID,67864,Tech,
SID,67863,Tech,
SID,67862,Tech,
SID,67861,Tech,
SID,67860,Tech,
SID,6786,Prof,
SID,67859,Tech,
SID,67858,Tech,
SID,67857,Tech,
SID,67856,Tech,
SID,67855,Tech,
SID,67854,Tech,
SID,67852,Tech,
SID,67851,Tech,
SID,6785,Prof,
SID,67849,Tech,
SID,67848,Tech,
SID,67847,Tech,
SID,67846,Tech,
SID,67845,Tech,
SID,67844,Tech,
SID,67843,Tech,
SID,67842,Tech,
SID,67841,Tech,
SID,67840,Tech,
SID,6784,Prof,
SID,67839,Tech,
SID,67838,Tech,
SID,67837,Tech,
SID,67836,Tech,
SID,67835,Tech,
SID,67834,Tech,
SID,67833,Tech,
SID,67832,Tech,
SID,67831,Tech,
SID,67830,Tech,
SID,6783,Prof,
SID,67829,Tech,
SID,67828,Tech,
SID,67827,Tech,
SID,67825,Tech,
SID,67824,Tech,
SID,67823,Tech,
SID,67822,Tech,
SID,67821,Tech,
SID,67820,Tech,
SID,6782,Prof,
SID,67819,Tech,
SID,67818,Tech,
SID,67817,Tech,
SID,67816,Tech,
SID,67815,Tech,
SID,67814,Tech,
SID,67813,Tech,
SID,67812,Tech,
SID,67811,Tech,
SID,67810,Tech,
SID,6781,Prof,
SID,67809,Tech,
SID,67808,Tech,
SID,67807,Tech,
SID,67806,Tech,
SID,67805,Tech,
SID,67804,Tech,
SID,67803,Tech,
SID,67802,Tech,
SID,67801,Tech,
SID,67800,Tech,
SID,6780,Prof,
SID,67799,Tech,
SID,67798,Tech,
SID,67797,Tech,
SID,67796,Tech,
SID,67795,Tech,
SID,67794,Tech,
SID,67793,Tech,
SID,67792,Tech,
SID,67791,Prof,
SID,67790,Tech,
SID,6779,Prof,
SID,67789,Tech,
SID,67788,Tech,
SID,67787,Tech,
SID,67786,Tech,
SID,67785,Tech,
SID,67784,Tech,
SID,67783,Tech,
SID,67782,Tech,
SID,67781,Tech,
SID,67780,Tech,
SID,6778,Prof,
SID,67779,Tech,
SID,67778,Tech,
SID,67777,Tech,
SID,67776,Tech,
SID,67775,Tech,
SID,67774,Tech,
SID,67773,Tech,
SID,67772,Tech,
SID,67771,Tech,
SID,67770,Tech,
SID,67769,Tech,
SID,67768,Tech,
SID,67767,Tech,
SID,67766,Tech,
SID,67765,Tech,
SID,67764,Tech,
SID,67763,Tech,
SID,67762,Tech,
SID,67761,Tech,
SID,67760,Tech,
SID,6776,Prof,
SID,67759,Tech,
SID,67758,Tech,
SID,67757,Tech,
SID,67756,Tech,
SID,67755,Tech,
SID,67754,Tech,
SID,67753,Tech,
SID,67752,Tech,
SID,67751,Tech,
SID,67750,Tech,
SID,67749,Tech,
SID,67748,Tech,
SID,67747,Tech,
SID,67746,Tech,
SID,67745,Tech,
SID,67744,Tech,
SID,67743,Tech,
SID,67742,Tech,
SID,67740,Tech,
SID,67739,Tech,
SID,67738,Tech,
SID,67737,Tech,
SID,67736,Tech,
SID,67735,Tech,
SID,67733,Tech,
SID,67732,Tech,
SID,67731,Tech,
SID,67730,Tech,
SID,6773,Prof,
SID,67729,Tech,
SID,67728,Tech,
SID,67727,Tech,
SID,67726,Tech,
SID,67725,Tech,
SID,67724,Tech,
SID,67723,Tech,
SID,67721,Tech,
SID,67720,Tech,
SID,6772,Prof,
SID,67719,Tech,
SID,67718,Tech,
SID,67717,Tech,
SID,67716,Tech,
SID,67715,Tech,
SID,67714,Tech,
SID,67713,Tech,
SID,67712,Tech,
SID,67711,Tech,
SID,67710,Tech,
SID,6771,Prof,
SID,67709,Tech,
SID,67708,Tech,
SID,67707,Tech,
SID,67706,Tech,
SID,67705,Tech,
SID,67704,Tech,
SID,67703,Tech,
SID,67702,Tech,
SID,67701,Tech,
SID,67700,Tech,
SID,6770,Prof,
SID,67698,Tech,
SID,67697,Tech,
SID,67696,Tech,
SID,67695,Tech,
SID,67694,Tech,
SID,67693,Tech,
SID,67692,Tech,
SID,67691,Tech,
SID,67690,Tech,
SID,6769,Prof,
SID,67689,Tech,
SID,67688,Tech,
SID,67687,Tech,
SID,67686,Tech,
SID,67685,Tech,
SID,67684,Tech,
SID,67683,Tech,
SID,67682,Tech,
SID,67681,Tech,
SID,67680,Tech,
SID,6768,Prof,
SID,67679,Tech,
SID,67678,Tech,
SID,67677,Tech,
SID,67676,Tech,
SID,67675,Tech,
SID,67674,Tech,
SID,67673,Tech,
SID,67672,Tech,
SID,67671,Tech,
SID,67670,Tech,
SID,6767,Prof,
SID,67669,Tech,
SID,67668,Tech,
SID,67667,Tech,
SID,67666,Tech,
SID,67665,Tech,
SID,67664,Tech,
SID,67663,Tech,
SID,67662,Tech,
SID,67661,Tech,
SID,67660,Tech,
SID,6766,Prof,
SID,67659,Tech,
SID,67658,Tech,
SID,67657,Tech,
SID,67656,Tech,
SID,67655,Tech,
SID,67654,Tech,
SID,67653,Tech,
SID,67652,Tech,
SID,67651,Tech,
SID,67650,Tech,
SID,6765,Prof,
SID,67649,Tech,
SID,67648,Tech,
SID,67647,Tech,
SID,67646,Tech,
SID,67645,Tech,
SID,67644,Tech,
SID,67643,Tech,
SID,67642,Tech,
SID,67641,Tech,
SID,67640,Tech,
SID,6764,Prof,
SID,67639,Tech,
SID,67638,Tech,
SID,67637,Tech,
SID,67636,Tech,
SID,67635,Tech,
SID,67634,Tech,
SID,67633,Tech,
SID,67632,Tech,
SID,67631,Tech,
SID,67630,Tech,
SID,6763,Prof,
SID,67629,Tech,
SID,67628,Tech,
SID,67627,Tech,
SID,67626,Tech,
SID,67625,Tech,
SID,67624,Tech,
SID,67623,Tech,
SID,67622,Tech,
SID,67621,Tech,
SID,67620,Tech,
SID,6762,Prof,
SID,67619,Tech,
SID,67618,Tech,
SID,67617,Tech,
SID,67616,Tech,
SID,67615,Tech,
SID,67614,Tech,
SID,67613,Tech,
SID,67612,Tech,
SID,67611,Tech,
SID,67610,Tech,
SID,6761,Prof,
SID,67609,Tech,
SID,67608,Tech,
SID,67607,Tech,
SID,67606,Tech,
SID,67605,Tech,
SID,67604,Tech,
SID,67603,Tech,
SID,67602,Tech,
SID,67601,Tech,
SID,67600,Tech,
SID,6760,Prof,
SID,67598,Stat,
SID,67597,Prof,
SID,67596,Tech,
SID,67595,Tech,
SID,67594,Tech,
SID,67593,Tech,
SID,67592,Tech,
SID,67591,Prof,
SID,67590,Tech,
SID,6759,Prof,
SID,67589,Tech,
SID,67588,Tech,
SID,67587,Tech,
SID,67586,Tech,
SID,67585,Tech,
SID,67584,Tech,
SID,67583,Tech,
SID,67582,Tech,
SID,67581,Tech,
SID,67580,Tech,
SID,6758,Prof,
SID,67579,Tech,
SID,67578,Tech,
SID,67577,Tech,
SID,67576,Tech,
SID,67575,Tech,
SID,67574,Tech,
SID,67573,Tech,
SID,67572,Tech,
SID,67570,Tech,
SID,6757,Prof,
SID,67569,Tech,
SID,67567,Tech,
SID,67566,Tech,
SID,67565,Tech,
SID,67564,Tech,
SID,67563,Tech,
SID,67562,Tech,
SID,67561,Tech,
SID,67560,Tech,
SID,6756,Prof,
SID,67559,Tech,
SID,67558,Tech,
SID,67557,Tech,
SID,67556,Tech,
SID,67555,Tech,
SID,67554,Tech,
SID,67553,Tech,
SID,67552,Tech,
SID,67551,Tech,
SID,67550,Tech,
SID,6755,Prof,
SID,67549,Tech,
SID,67548,Tech,
SID,67547,Tech,
SID,67546,Tech,
SID,67545,Tech,
SID,67544,Tech,
SID,67543,Tech,
SID,67542,Tech,
SID,67541,Tech,
SID,67540,Tech,
SID,6754,Prof,
SID,67539,Tech,
SID,67538,Tech,
SID,67537,Tech,
SID,67536,Tech,
SID,67535,Tech,
SID,67534,Tech,
SID,67533,Tech,
SID,67532,Tech,
SID,67531,Tech,
SID,67530,Tech,
SID,6753,Prof,
SID,67529,Tech,
SID,67528,Tech,
SID,67527,Tech,
SID,67526,Tech,
SID,67525,Tech,
SID,67524,Prof,
SID,67523,Prof,
SID,67522,Prof,
SID,67521,Prof,
SID,67520,Prof,
SID,6752,Prof,
SID,67519,Prof,
SID,67518,Prof,
SID,67517,Prof,
SID,67516,Prof,
SID,67515,Prof,
SID,67514,Prof,
SID,67513,Prof,
SID,67512,Prof,
SID,67511,Prof,
SID,67510,Prof,
SID,6751,Prof,
SID,67509,Prof,
SID,67508,Prof,
SID,67507,Prof,
SID,67506,Prof,
SID,67505,Prof,
SID,67504,Prof,
SID,67503,Tech,
SID,67502,Tech,
SID,67501,Tech,
SID,67500,Tech,
SID,6750,Prof,
SID,67499,Tech,
SID,67498,Tech,
SID,67497,Tech,
SID,67496,Tech,
SID,67495,Tech,
SID,67494,Tech,
SID,67493,Tech,
SID,67492,Tech,
SID,67491,Tech,
SID,67490,Tech,
SID,6749,Prof,
SID,67489,Tech,
SID,67488,Tech,
SID,67487,Tech,
SID,67485,Tech,
SID,67484,Tech,
SID,67483,Tech,
SID,67482,Tech,
SID,67481,Tech,
SID,67480,Tech,
SID,6748,Prof,
SID,67479,Tech,
SID,67478,Tech,
SID,67477,Tech,
SID,67476,Tech,
SID,67475,Tech,
SID,67474,Tech,
SID,67473,Tech,
SID,67472,Tech,
SID,67471,Tech,
SID,67470,Tech,
SID,6747,Prof,
SID,67469,Tech,
SID,67468,Tech,
SID,67467,Tech,
SID,67466,Tech,
SID,67465,Tech,
SID,67464,Tech,
SID,67463,Tech,
SID,67462,Tech,
SID,67461,Tech,
SID,67460,Tech,
SID,6746,Prof,
SID,67459,Tech,
SID,67458,Tech,
SID,67457,Tech,
SID,67456,Tech,
SID,67455,Tech,
SID,67454,Tech,
SID,67453,Tech,
SID,67452,Tech,
SID,67451,Tech,
SID,67450,Tech,
SID,6745,Prof,
SID,67449,Tech,
SID,67448,Tech,
SID,67447,Tech,
SID,67446,Tech,
SID,67445,Tech,
SID,67444,Tech,
SID,67443,Tech,
SID,67442,Tech,
SID,67441,Prof,
SID,67440,Tech,
SID,6744,Prof,
SID,67439,Tech,
SID,67438,Tech,
SID,67437,Tech,
SID,67436,Tech,
SID,67435,Tech,
SID,67434,Tech,
SID,67433,Tech,
SID,67432,Tech,
SID,67431,Tech,
SID,6743,Prof,
SID,67429,Tech,
SID,67428,Tech,
SID,67427,Tech,
SID,67426,Tech,
SID,67425,Tech,
SID,67424,Tech,
SID,67422,Tech,
SID,67421,Tech,
SID,67420,Tech,
SID,6742,Prof,
SID,67419,Tech,
SID,67418,Tech,
SID,67417,Tech,
SID,67416,Tech,
SID,67415,Tech,
SID,67414,Tech,
SID,67413,Tech,
SID,67412,Tech,
SID,67411,Tech,
SID,67410,Tech,
SID,6741,Prof,
SID,67409,Tech,
SID,67408,Tech,
SID,67407,Tech,
SID,67406,Tech,
SID,67405,Tech,
SID,67404,Tech,
SID,67402,Tech,
SID,67401,Tech,
SID,67400,Tech,
SID,6740,Prof,
SID,67399,Tech,
SID,67398,Tech,
SID,67397,Tech,
SID,67396,Tech,
SID,67395,Tech,
SID,67394,Tech,
SID,67393,Tech,
SID,67392,Tech,
SID,67391,Tech,
SID,67390,Tech,
SID,6739,Prof,
SID,67389,Tech,
SID,67388,Tech,
SID,67387,Tech,
SID,67386,Tech,
SID,67385,Tech,
SID,67384,Tech,
SID,67383,Tech,
SID,67382,Tech,
SID,67381,Tech,
SID,67380,Tech,
SID,6738,Prof,
SID,67379,Tech,
SID,67378,Tech,
SID,67377,Tech,
SID,67376,Tech,
SID,67375,Tech,
SID,67374,Tech,
SID,67373,Tech,
SID,67372,Tech,
SID,67371,Tech,
SID,67370,Tech,
SID,6737,Prof,
SID,67369,Tech,
SID,67368,Tech,
SID,67367,Tech,
SID,67366,Tech,
SID,67365,Tech,
SID,67364,Tech,
SID,67363,Tech,
SID,67362,Tech,
SID,67361,Tech,
SID,67360,Tech,
SID,6736,Prof,
SID,67359,Tech,
SID,67358,Tech,
SID,67357,Tech,
SID,67356,Tech,
SID,67355,Tech,
SID,67354,Tech,
SID,67353,Tech,
SID,67352,Tech,
SID,67351,Tech,
SID,67350,Tech,
SID,6735,Prof,
SID,67349,Tech,
SID,67348,Tech,
SID,67346,Tech,
SID,67345,Tech,
SID,67344,Tech,
SID,67343,Tech,
SID,67342,Tech,
SID,67341,Tech,
SID,67340,Tech,
SID,6734,Prof,
SID,67339,Tech,
SID,67338,Tech,
SID,67337,Tech,
SID,67336,Tech,
SID,67335,Tech,
SID,67334,Tech,
SID,67333,Tech,
SID,67332,Tech,
SID,67331,Tech,
SID,67330,Tech,
SID,6733,Prof,
SID,67329,Tech,
SID,67328,Tech,
SID,67327,Tech,
SID,67326,Tech,
SID,67325,Tech,
SID,67324,Tech,
SID,67323,Tech,
SID,67322,Tech,
SID,67321,Tech,
SID,67320,Tech,
SID,6732,Prof,
SID,67319,Tech,
SID,67318,Tech,
SID,67317,Prof,
SID,67316,Tech,
SID,67315,Tech,
SID,67314,Tech,
SID,67313,Tech,
SID,67312,Tech,
SID,67311,Tech,
SID,67310,Tech,
SID,6731,Prof,
SID,67309,Tech,
SID,67308,Tech,
SID,67307,Tech,
SID,67306,Tech,
SID,67305,Tech,
SID,67304,Tech,
SID,67303,Tech,
SID,67302,Tech,
SID,67301,Tech,
SID,67300,Tech,
SID,6730,Prof,
SID,67299,Tech,
SID,67298,Tech,
SID,67297,Tech,
SID,67296,Tech,
SID,67294,Tech,
SID,67293,Tech,
SID,67292,Tech,
SID,67291,Tech,
SID,67290,Tech,
SID,6729,Prof,
SID,67289,Tech,
SID,67288,Tech,
SID,67287,Tech,
SID,67286,Tech,
SID,67285,Tech,
SID,67284,Tech,
SID,67283,Tech,
SID,67282,Tech,
SID,67281,Tech,
SID,67280,Tech,
SID,6728,Prof,
SID,67279,Prof,
SID,67278,Tech,
SID,67277,Tech,
SID,67276,Tech,
SID,67275,Tech,
SID,67274,Tech,
SID,67273,Tech,
SID,67272,Tech,
SID,67271,Tech,
SID,67270,Tech,
SID,6727,Prof,
SID,67269,Tech,
SID,67268,Tech,
SID,67267,Tech,
SID,67266,Tech,
SID,67265,Tech,
SID,67264,Tech,
SID,67263,Tech,
SID,67262,Tech,
SID,67261,Tech,
SID,67260,Tech,
SID,6726,Prof,
SID,67259,Prof,
SID,67258,Tech,
SID,67257,Tech,
SID,67256,Tech,
SID,67255,Tech,
SID,67254,Tech,
SID,67253,Tech,
SID,67252,Tech,
SID,67251,Tech,
SID,67250,Tech,
SID,6725,Prof,
SID,67249,Tech,
SID,67248,Tech,
SID,67247,Tech,
SID,67246,Tech,
SID,67245,Tech,
SID,67244,Tech,
SID,67243,Tech,
SID,67242,Tech,
SID,67241,Tech,
SID,6724,Prof,
SID,67239,Tech,
SID,67238,Tech,
SID,67237,Tech,
SID,67236,Tech,
SID,67235,Tech,
SID,67234,Tech,
SID,67233,Tech,
SID,67232,Tech,
SID,67231,Tech,
SID,67230,Prof,
SID,6723,Prof,
SID,67229,Tech,
SID,67228,Tech,
SID,67227,Tech,
SID,67226,Tech,
SID,67225,Tech,
SID,67224,Tech,
SID,67223,Tech,
SID,67222,Tech,
SID,67221,Tech,
SID,67220,Tech,
SID,6722,Prof,
SID,67219,Prof,
SID,67218,Tech,
SID,67217,Tech,
SID,67216,Tech,
SID,67215,Tech,
SID,67214,Tech,
SID,67213,Tech,
SID,67212,Tech,
SID,67211,Tech,
SID,67210,Tech,
SID,6721,Prof,
SID,67209,Tech,
SID,67208,Tech,
SID,67207,Tech,
SID,67206,Tech,
SID,67205,Tech,
SID,67204,Tech,
SID,67203,Prof,
SID,67202,Tech,
SID,67201,Tech,
SID,67200,Tech,
SID,6720,Prof,
SID,67199,Tech,
SID,67198,Tech,
SID,67197,Tech,
SID,67196,Prof,
SID,67195,Tech,
SID,67194,Tech,
SID,67193,Tech,
SID,67192,Tech,
SID,67191,Tech,
SID,6719,Prof,
SID,67189,Tech,
SID,67188,Tech,
SID,67187,Tech,
SID,67186,Tech,
SID,67185,Tech,
SID,67184,Tech,
SID,67183,Tech,
SID,67182,Tech,
SID,67181,Tech,
SID,67180,Tech,
SID,6718,Prof,
SID,67179,Tech,
SID,67178,Tech,
SID,67177,Tech,
SID,67176,Tech,
SID,67174,Tech,
SID,67172,Tech,
SID,67171,Tech,
SID,67170,Tech,
SID,6717,Prof,
SID,67169,Tech,
SID,67168,Tech,
SID,67167,Tech,
SID,67166,Tech,
SID,67165,Tech,
SID,67164,Prof,
SID,67163,Tech,
SID,67162,Tech,
SID,67161,Prof,
SID,67160,Tech,
SID,6716,Prof,
SID,67159,Tech,
SID,67158,Tech,
SID,67157,Tech,
SID,67156,Tech,
SID,67154,Prof,
SID,67153,Tech,
SID,67152,Tech,
SID,67151,Tech,
SID,67150,Tech,
SID,6715,Prof,
SID,67149,Tech,
SID,67147,Tech,
SID,67146,Tech,
SID,67145,Tech,
SID,67144,Tech,
SID,67143,Tech,
SID,67142,Tech,
SID,67141,Tech,
SID,67140,Tech,
SID,6714,Prof,
SID,67139,Tech,
SID,67138,Tech,
SID,67137,Tech,
SID,67136,Tech,
SID,67135,Tech,
SID,67134,Tech,
SID,67133,Tech,
SID,67132,Tech,
SID,67131,Tech,
SID,67130,Tech,
SID,6713,Prof,
SID,67129,Tech,
SID,67127,Tech,
SID,67126,Tech,
SID,67125,Tech,
SID,67124,Tech,
SID,67123,Tech,
SID,67122,Tech,
SID,67121,Tech,
SID,67120,Tech,
SID,6712,Prof,
SID,67119,Tech,
SID,67118,Tech,
SID,67117,Tech,
SID,67116,Tech,
SID,67115,Tech,
SID,67114,Tech,
SID,67113,Tech,
SID,67112,Tech,
SID,67111,Tech,
SID,67110,Tech,
SID,6711,Prof,
SID,67109,Tech,
SID,67108,Tech,
SID,67107,Tech,
SID,67106,Tech,
SID,67105,Tech,
SID,67104,Tech,
SID,67103,Tech,
SID,67102,Tech,
SID,67101,Tech,
SID,67100,Tech,
SID,6710,Prof,
SID,67099,Tech,
SID,67098,Tech,
SID,67097,Tech,
SID,67096,Tech,
SID,67095,Tech,
SID,67094,Tech,
SID,67093,Tech,
SID,67092,Tech,
SID,67091,Tech,
SID,67090,Tech,
SID,6709,Prof,
SID,67089,Tech,
SID,67088,Tech,
SID,67087,Tech,
SID,67086,Tech,
SID,67085,Tech,
SID,67084,Tech,
SID,67083,Tech,
SID,67082,Tech,
SID,67081,Tech,
SID,67080,Tech,
SID,6708,Prof,
SID,67079,Tech,
SID,67078,Tech,
SID,67077,Tech,
SID,67076,Tech,
SID,67075,Tech,
SID,67074,Tech,
SID,67073,Tech,
SID,67072,Tech,
SID,67071,Tech,
SID,67070,Tech,
SID,6707,Prof,
SID,67069,Tech,
SID,67068,Tech,
SID,67067,Tech,
SID,67066,Tech,
SID,67065,Tech,
SID,67064,Tech,
SID,67063,Tech,
SID,67062,Tech,
SID,67061,Tech,
SID,67060,Tech,
SID,6706,Prof,
SID,67059,Tech,
SID,67058,Tech,
SID,67057,Tech,
SID,67056,Tech,
SID,67055,Tech,
SID,67054,Tech,
SID,67053,Tech,
SID,67052,Tech,
SID,67051,Tech,
SID,67050,Tech,
SID,6705,Prof,
SID,67049,Tech,
SID,67048,Tech,
SID,67047,Tech,
SID,67046,Tech,
SID,67045,Tech,
SID,67044,Tech,
SID,67043,Tech,
SID,67042,Tech,
SID,67041,Tech,
SID,67040,Tech,
SID,6704,Prof,
SID,67039,Tech,
SID,67038,Tech,
SID,67037,Tech,
SID,67036,Tech,
SID,67035,Tech,
SID,67034,Tech,
SID,67033,Tech,
SID,67032,Tech,
SID,67031,Tech,
SID,67030,Tech,
SID,6703,Prof,
SID,67029,Tech,
SID,67028,Tech,
SID,67027,Tech,
SID,67026,Tech,
SID,67025,Tech,
SID,67024,Tech,
SID,67023,Tech,
SID,67022,Tech,
SID,67021,Tech,
SID,67020,Tech,
SID,6702,Prof,
SID,67019,Tech,
SID,67018,Tech,
SID,67017,Tech,
SID,67016,Tech,
SID,67015,Tech,
SID,67014,Tech,
SID,67013,Tech,
SID,67012,Tech,
SID,67011,Tech,
SID,67010,Tech,
SID,6701,Prof,
SID,67009,Tech,
SID,67008,Tech,
SID,67007,Tech,
SID,67006,Tech,
SID,67005,Tech,
SID,67004,Tech,
SID,67003,Tech,
SID,67002,Tech,
SID,67001,Tech,
SID,67000,Tech,
SID,6700,Prof,
SID,66999,Tech,
SID,66998,Tech,
SID,66997,Tech,
SID,66996,Tech,
SID,66995,Tech,
SID,66994,Tech,
SID,66993,Tech,
SID,66992,Tech,
SID,66991,Tech,
SID,66990,Prof,
SID,6699,Prof,
SID,66989,Tech,
SID,66988,Tech,
SID,66987,Tech,
SID,66986,Tech,
SID,66985,Tech,
SID,66984,Tech,
SID,66983,Tech,
SID,66982,Tech,
SID,66981,Tech,
SID,66980,Tech,
SID,6698,Prof,
SID,66979,Prof,
SID,66978,Tech,
SID,66977,Tech,
SID,66976,Tech,
SID,66975,Prof,
SID,66974,Tech,
SID,66973,Prof,
SID,66972,Tech,
SID,66971,Tech,
SID,66970,Tech,
SID,6697,Prof,
SID,66969,Tech,
SID,66968,Tech,
SID,66967,Tech,
SID,66966,Tech,
SID,66965,Tech,
SID,66964,Tech,
SID,66963,Prof,
SID,66962,Tech,
SID,66961,Tech,
SID,66960,Tech,
SID,6696,Prof,
SID,66959,Tech,
SID,66958,Tech,
SID,66957,Tech,
SID,66956,Tech,
SID,66955,Tech,
SID,66954,Tech,
SID,66953,Tech,
SID,66952,Tech,
SID,66951,Tech,
SID,66950,Tech,
SID,6695,Prof,
SID,66949,Tech,
SID,66948,Tech,
SID,66947,Prof,
SID,66946,Tech,
SID,66945,Tech,
SID,66944,Tech,
SID,66943,Prof,
SID,66942,Tech,
SID,66941,Tech,
SID,66940,Prof,
SID,6694,Prof,
SID,66939,Tech,
SID,66938,Prof,
SID,66937,Prof,
SID,66936,Tech,
SID,66935,Tech,
SID,66934,Tech,
SID,66933,Tech,
SID,66932,Tech,
SID,66931,Tech,
SID,66930,Tech,
SID,6693,Prof,
SID,66929,Tech,
SID,66928,Tech,
SID,66927,Tech,
SID,66926,Tech,
SID,66925,Tech,
SID,66924,Tech,
SID,66923,Tech,
SID,66922,Tech,
SID,66921,Prof,
SID,66920,Prof,
SID,6692,Prof,
SID,66919,Prof,
SID,66918,Prof,
SID,66917,Tech,
SID,66916,Tech,
SID,66914,Tech,
SID,66913,Tech,
SID,66912,Prof,
SID,66911,Prof,
SID,66910,Prof,
SID,6691,Prof,
SID,66909,Prof,
SID,66908,Prof,
SID,66907,Prof,
SID,66906,Prof,
SID,66905,Tech,
SID,66904,Prof,
SID,66903,Tech,
SID,66902,Tech,
SID,66901,Tech,
SID,66900,Tech,
SID,6690,Prof,
SID,66899,Prof,
SID,66898,Prof,
SID,66897,Prof,
SID,66896,Tech,
SID,66895,Tech,
SID,66894,Tech,
SID,66893,Tech,
SID,66892,Prof,
SID,66891,Prof,
SID,66890,Prof,
SID,6689,Prof,
SID,66889,Prof,
SID,66888,Prof,
SID,66887,Tech,
SID,66886,Prof,
SID,66885,Tech,
SID,66884,Prof,
SID,66882,Tech,
SID,66881,Tech,
SID,66880,Prof,
SID,6688,Prof,
SID,66879,Tech,
SID,66878,Tech,
SID,66877,Tech,
SID,66876,Tech,
SID,66875,Tech,
SID,66874,Prof,
SID,66873,Prof,
SID,66872,Tech,
SID,66871,Tech,
SID,66870,Tech,
SID,6687,Prof,
SID,66869,Tech,
SID,66868,Tech,
SID,66867,Prof,
SID,66866,Tech,
SID,66865,Tech,
SID,66864,Tech,
SID,66863,Tech,
SID,66862,Tech,
SID,66861,Tech,
SID,66860,Tech,
SID,6686,Prof,
SID,66859,Tech,
SID,66858,Prof,
SID,66857,Tech,
SID,66856,Tech,
SID,66855,Tech,
SID,66854,Prof,
SID,66853,Tech,
SID,66852,Tech,
SID,66851,Prof,
SID,66850,Tech,
SID,6685,Prof,
SID,66849,Tech,
SID,66848,Tech,
SID,66847,Tech,
SID,66846,Tech,
SID,66845,Tech,
SID,66844,Prof,
SID,66842,Tech,
SID,66841,Tech,
SID,66840,Tech,
SID,6684,Prof,
SID,66839,Tech,
SID,66838,Tech,
SID,66837,Prof,
SID,66836,Tech,
SID,66835,Prof,
SID,66834,Tech,
SID,66833,Prof,
SID,66832,Prof,
SID,66831,Tech,
SID,66830,Tech,
SID,6683,Prof,
SID,66829,Prof,
SID,66828,Tech,
SID,66827,Tech,
SID,66826,Prof,
SID,66825,Tech,
SID,66824,Tech,
SID,66823,Prof,
SID,66822,Tech,
SID,66821,Tech,
SID,66820,Prof,
SID,6682,Prof,
SID,66819,Tech,
SID,66818,Prof,
SID,66817,Tech,
SID,66816,Tech,
SID,66815,Prof,
SID,66814,Tech,
SID,66813,Tech,
SID,66812,Tech,
SID,66811,Prof,
SID,66810,Tech,
SID,6681,Prof,
SID,66809,Prof,
SID,66808,Tech,
SID,66807,Tech,
SID,66806,Tech,
SID,66805,Tech,
SID,66804,Tech,
SID,66803,Tech,
SID,66802,Tech,
SID,66801,Tech,
SID,66800,Tech,
SID,6680,Prof,
SID,66799,Tech,
SID,66798,Tech,
SID,66797,Tech,
SID,66796,Tech,
SID,66795,Tech,
SID,66794,Tech,
SID,66793,Tech,
SID,66792,Tech,
SID,66791,Tech,
SID,66790,Tech,
SID,6679,Prof,
SID,66789,Tech,
SID,66788,Tech,
SID,66787,Tech,
SID,66786,Tech,
SID,66785,Tech,
SID,66784,Tech,
SID,66783,Tech,
SID,66782,Tech,
SID,66781,Tech,
SID,66780,Tech,
SID,6678,Prof,
SID,66779,Tech,
SID,66778,Tech,
SID,66777,Tech,
SID,66776,Tech,
SID,66775,Tech,
SID,66774,Tech,
SID,66773,Tech,
SID,66772,Tech,
SID,66771,Tech,
SID,66770,Tech,
SID,6677,Prof,
SID,66769,Tech,
SID,66768,Tech,
SID,66767,Tech,
SID,66766,Tech,
SID,66765,Tech,
SID,66764,Tech,
SID,66763,Tech,
SID,66762,Tech,
SID,66761,Tech,
SID,66760,Tech,
SID,6676,Prof,
SID,66759,Tech,
SID,66758,Tech,
SID,66757,Tech,
SID,66756,Tech,
SID,66755,Tech,
SID,66754,Tech,
SID,66753,Tech,
SID,66752,Prof,
SID,66751,Tech,
SID,66750,Tech,
SID,6675,Prof,
SID,66749,Prof,
SID,66748,Tech,
SID,66747,Tech,
SID,66746,Prof,
SID,66745,Tech,
SID,66744,Prof,
SID,66743,Prof,
SID,66742,Prof,
SID,66741,Prof,
SID,66740,Prof,
SID,6674,Prof,
SID,66739,Prof,
SID,66738,Prof,
SID,66737,Prof,
SID,66736,Tech,
SID,66735,Tech,
SID,66733,Tech,
SID,66732,Tech,
SID,66731,Tech,
SID,66730,Tech,
SID,6673,Prof,
SID,66729,Tech,
